"issue_id","type","title","duration_days","comments_count","fixer_login","is_core_member","created_at"
"19874","PR","Fixed #36614 -- Deprecated QuerySet.values_list(fl","12.87","1","adamchainz","0","2025-09-17"
"19909","PR","Fixed assertIndexExists() crash when non-index con","1.43","1","felixxm","1","2025-09-28"
"19908","PR","Fixed schema and introspection tests on PostgreSQL","1.53","3","felixxm","1","2025-09-28"
"19905","PR","Fixed #36628 -- Fix StreamingHttpResponse ASGI mor","2.74","1","LouisAmon","0","2025-09-26"
"16200","PR","Fixed #27587 -- Adding examples of QuerySet.query.","1074.89","5","JosiahDub","0","2022-10-20"
"19907","PR","Fixed #36277 -- Fixed DatabaseFeatures.supports_vi","1.68","2","arsalan64","0","2025-09-27"
"19853","PR","Fixed #36491 -- Fixed AttributeError when tests ar","13.81","3","shubhamsingh941889","0","2025-09-12"
"19668","PR","Fixed #36142 -- Made Http404 messages in *_or_404(","65.25","1","Ruhm42","0","2025-07-23"
"19059","PR","Fixed #35877 -- Clarified ManyToManyField through ","252.3","1","AyushKhatri-Dev","0","2025-01-17"
"19842","PR","Fixed #36605 -- Added support for QuerySet.in_bulk","14.06","1","adamchainz","0","2025-09-11"
"19815","PR","Fixed #36225 -- Removed misleading clause about no","21.18","2","TheDhm","0","2025-09-04"
"19802","PR","Fixed #36434 -- Preserved unbuffered stdio (-u) in","24.99","2","JaeHyuckSa","0","2025-08-31"
"19716","PR","Fixed #36543 -- Fixed time formats for fr_CA.","45.93","2","mriduldhall","0","2025-08-08"
"19858","PR","Fixed #36609 -- Added Haitian Creole (ht) language","9.66","8","prepa24","0","2025-09-13"
"19894","PR","Fixed warning in ""New contributor"" GitHub action.","0.34","1","felixxm","1","2025-09-22"
"19602","PR","Fixed #35453 -- ManyToManyField no longer flagged ","86.74","4","rpkilby","0","2025-06-27"
"19845","PR","Fixed #36480 -- Made values() resolving error ment","10.68","4","shubhamsingh941889","0","2025-09-11"
"19282","PR","suggestionfix 29446","187.76","3","Bhupeshpanwar","0","2025-03-17"
"19645","PR","Fixed #36369: Added tests to verify FORWARD_PROPER","65.25","1","jrsenthil-kumar2312","0","2025-07-16"
"19879","PR","Added cleanup of cache clearing to DjangoFilePrefi","0.72","1","sarahboyce","0","2025-09-18"
"19852","PR","Fixed #36607: Documented difference between filter","0.01","1","Tanishq1030","0","2025-09-12"
"18683","PR","Fixed #35667 -- Improved deprecation warning handl","338.18","8","JaeHyuckSa","0","2024-10-16"
"17763","PR","Fixed #35119 -- Updated EmailField & EmailValidato","607.93","6","skushagra","0","2024-01-20"
"19691","PR","Fixed #20024 -- Made exclude(field__in=[None, ...]","49.6","1","Jkhall81","0","2025-07-31"
"19395","PR","Fixed #36273 -- Moved Index system checks from Mod","24.55","1","timgraham","1","2025-04-20"
"19812","PR","Fixed #36581 -- Updated serialization examples fro","14.29","1","CodingWithSaksham","0","2025-09-04"
"18823","PR","Fixed #28041 -- Added Lexeme expression to contrib","303.2","15","GappleBee","0","2024-11-17"
"18627","PR","Fixed #35859 -- Implement Tasks interface as per D","354.41","8","RealOrangeOne","0","2024-09-27"
"15314","PR","Fixed #26472 -- Added silence_checks().","1342.65","1","adamchainz","0","2022-01-13"
"19070","PR","Fixed #36083 -- Ran system checks in ParallelTestS","241.14","8","adamzap","0","2025-01-18"
"19837","PR","Fixed #36601 -- Fixed a color contrast issue in ad","7.23","1","Antoliny0919","0","2025-09-10"
"19844","PR","Fixed #36606 -- Optimized QuerySet.values_list(fla","5.26","3","adamchainz","0","2025-09-11"
"19685","PR","Fixed #36426 -- Allowed further iterable types in ","48.15","3","blingblin-g","0","2025-07-30"
"19285","PR","Fixed #27222 -- Refreshed model field values assig","178.67","8","charettes","1","2025-03-19"
"19798","PR","Fixed #36580 -- Fixed constraint validation crash ","17.14","13","JaeHyuckSa","0","2025-08-30"
"19769","PR","Fixed OGRInspectTest.test_time_field with memory S","22.94","1","smithdc1","0","2025-08-24"
"19847","PR","Fixed #36589 -- Handled full PartialTemplate path ","3.99","2","k8en8r","0","2025-09-11"
"19813","PR","Fixed #36591 -- Removed unnecessary dotted paths i","10.99","4","DaniFornons","0","2025-09-04"
"19859","PR","Fixed typo in django/core/files/storage/base.py do","1.02","2","Multimabo","0","2025-09-13"
"19854","PR","Corrected usage of skip_file_prefixes in contribut","0.65","1","cliffordgama","0","2025-09-12"
"19838","PR","Fixed #36597 -- Corrected directives for functions","2.14","4","mriduldhall","0","2025-09-10"
"19835","PR","BugFix: StreamingHttpResponse does not iterate whe","2.74","4","rroblf01","0","2025-09-08"
"19527","PR","Fixed #36440 -- Restored passing for_save in BaseE","0.03","3","adamchainz","0","2025-06-05"
"19458","PR","Fixed #36383 -- Improved migration serialization o","2.14","1","adamchainz","0","2025-05-11"
"19841","PR","Fixed #36603 -- Optimized check order in LoginRequ","0.48","1","adamchainz","0","2025-09-10"
"19817","PR","Fixed incorrect :meth: references to :func: in ema","6.31","1","2000023946","0","2025-09-04"
"19606","PR","Fixed #36486 -- Added MongoDB to list of third-par","71.57","2","Faravah","0","2025-06-29"
"19610","PR","Fixed #36488 -- use & separator when merging query","70.1","1","ejucovy","0","2025-06-30"
"19810","PR","Fixed #36524 -- Enabled docs cross references to E","1.96","1","medmunds","0","2025-09-03"
"19828","PR","Raise ImportError for MySQLdb instead of pass for ","0.46","1","SaisakthiM","0","2025-09-07"
"18829","PR","Fixed #23337 -- Raised exception if squashed migra","290.23","1","bcail","0","2024-11-20"
"19753","PR","Fixed #36564 -- Changed DEFAULT_AUTO_FIELD from Au","16.81","1","timgraham","1","2025-08-19"
"10106","PR","Fixed #29534 -- Made dbshell use rlwrap on Oracle ","117.64","4","danizen","0","2018-06-29"
"18497","PR","Fixed #35690 -- Add support for calling QuerySet.i","285.81","6","john-parton","0","2024-08-19"
"19595","PR","Fixed #36481 -- Fixed QuerySet.update concrete fie","70.42","13","rpkilby","0","2025-06-26"
"19789","PR","Fixed #36578 -- Updated inline delete icon button ","7.14","12","sarahboyce","0","2025-08-28"
"19816","PR","Refs #36559, #35667 -- Replaced stacklevel with sk","0.17","1","FarhanAliRaza","0","2025-09-04"
"19750","PR","Fixed #36559 -- Ignored partials embedded in verba","15.2","3","FarhanAliRaza","0","2025-08-19"
"19590","PR","fix #31834 sqlmigrate command error when field are","69.71","2","bishnusyangja","0","2025-06-25"
"19765","PR","Fixed #36549 -- Doc'd use of OpenLayersWidget and ","10.37","4","smithdc1","0","2025-08-23"
"19546","PR","Fixed #36445 -- Ensured Value(None, output_field=J","84.29","4","GoyalRocks007","0","2025-06-09"
"19801","PR","Fixed: #36585 -- Add `DateConverter` for ISO8601 d","0.46","1","Y3K","0","2025-08-30"
"17135","PR","Fixed #34756 -- Fixed docs HTML build on Sphinx 7.","1.46","4","smithdc1","0","2023-08-01"
"19771","PR","Fixed #36431 -- Returned tuples for multi-column `","5.12","2","JaeHyuckSa","0","2025-08-24"
"19758","PR","Fixed #35831 -- Documented the model form meta API","7.87","2","mspirbhai","0","2025-08-21"
"18877","PR","Fixed #34624 -- Removed change, delete, and view b","269.72","7","JaeHyuckSa","0","2024-12-02"
"19784","PR","Fixed #36577 -- Removed obsolete try/except around","0.26","2","adamchainz","0","2025-08-27"
"19781","PR","Fixed #35533 -- Prevented urlize creating broken l","1.59","1","JaeHyuckSa","0","2025-08-26"
"19772","PR","Fixed #36570 -- Removed unnecessary :py domain fro","2.71","6","JaeHyuckSa","0","2025-08-25"
"19786","PR","Fixed incorrect IDs in test_in_bulk_preserve_order","0.33","7","timgraham","1","2025-08-27"
